,Unnamed: 0,review,rating,date,bank,source,distilbert_sentiment,distilbert_label,distilbert_score,vader_sentiment,textblob_sentiment,distilbert_numerical
690,690,It is ok,5,2024-09-01,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998496770858765}",POSITIVE,0.9998496770858765,positive,positive,1
691,691,Plz fix the Apps ....screenshot lovation hide from glarey share botten not work😔😔,1,2024-08-30,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9987314343452454}",NEGATIVE,0.9987314343452454,positive,neutral,-1
692,692,Good,5,2024-08-30,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998161196708679}",POSITIVE,0.9998161196708679,positive,positive,1
693,693,Apollo's,1,2024-08-29,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9974138736724854}",POSITIVE,0.9974138736724854,neutral,neutral,1
694,694,The worst experience ever,1,2024-08-29,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.999792754650116}",NEGATIVE,0.999792754650116,negative,negative,-1
695,695,Hussenaliumar,5,2024-08-29,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.6654537916183472}",NEGATIVE,0.6654537916183472,neutral,neutral,-1
696,696,Good,3,2024-08-28,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998161196708679}",POSITIVE,0.9998161196708679,positive,positive,1
697,697,Hi I have problem with this App BOA mobile I don't know what is wrong with this App I did many times download but it's sam doesn't work if sam like that this app way I have to be customer with them how I know my account and checking save The book is no Not enough alone,1,2024-08-28,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.999367892742157}",NEGATIVE,0.999367892742157,positive,neutral,-1
698,698,It is not work for my device,5,2024-08-27,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9997636675834656}",NEGATIVE,0.9997636675834656,neutral,neutral,-1
699,699,"I'm Sick and tiered of enabling and disabling Developer Option Everytime I use this app. maybe you know it maybe you dont, fix it please it's anoying",1,2024-08-26,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9990233182907104}",NEGATIVE,0.9990233182907104,negative,negative,-1
700,700,The worst app ever,1,2024-08-26,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9997934699058533}",NEGATIVE,0.9997934699058533,negative,negative,-1
701,701,Good,5,2024-08-26,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998161196708679}",POSITIVE,0.9998161196708679,positive,positive,1
702,702,Betanya Gebre,3,2024-08-23,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.8911886215209961}",POSITIVE,0.8911886215209961,neutral,neutral,1
703,703,I dont recommand it to any one,1,2024-08-23,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9855504035949707}",NEGATIVE,0.9855504035949707,neutral,neutral,-1
704,704,Good,5,2024-08-22,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998161196708679}",POSITIVE,0.9998161196708679,positive,positive,1
705,705,Excellent app,5,2024-08-21,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998356103897095}",POSITIVE,0.9998356103897095,positive,positive,1
706,706,"The application used to work well. But after updates I'm not able to use the forgot password feature, which is blocking me from accessing it as a whole.",1,2024-08-20,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9988825917243958}",NEGATIVE,0.9988825917243958,negative,negative,-1
707,707,ትርሃስ,5,2024-08-19,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.6970565915107727}",NEGATIVE,0.6970565915107727,neutral,neutral,-1
708,708,Gio,4,2024-08-19,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9969680905342102}",POSITIVE,0.9969680905342102,neutral,neutral,1
709,709,App isn't working,1,2024-08-18,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9995692372322083}",NEGATIVE,0.9995692372322083,neutral,neutral,-1
710,710,Best app,5,2024-08-18,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.999686598777771}",POSITIVE,0.999686598777771,positive,positive,1
711,711,so far good but always it lugs,3,2024-08-17,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.982947051525116}",NEGATIVE,0.982947051525116,positive,positive,-1
712,712,Don't trust this bank and its service.,1,2024-08-16,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9996311664581299}",NEGATIVE,0.9996311664581299,negative,neutral,-1
713,713,"I can not open and use the application,please help me!",5,2024-08-15,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9995014667510986}",NEGATIVE,0.9995014667510986,positive,neutral,-1
714,714,Horrible,1,2024-08-14,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9997841715812683}",NEGATIVE,0.9997841715812683,negative,negative,-1
715,715,Mostly not working 😑,1,2024-08-14,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9995824694633484}",NEGATIVE,0.9995824694633484,neutral,negative,-1
716,716,Good,5,2024-08-13,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998161196708679}",POSITIVE,0.9998161196708679,positive,positive,1
717,717,Awesome 👌,5,2024-08-12,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998607635498047}",POSITIVE,0.9998607635498047,positive,positive,1
718,718,"Despite the enhanced technology you have, the application doesn't work properly, and it asks for the developer option to be turned off, fix that.",3,2024-08-12,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9997915625572205}",NEGATIVE,0.9997915625572205,neutral,neutral,-1
719,719,Thank you,3,2024-08-12,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998352527618408}",POSITIVE,0.9998352527618408,positive,neutral,1
720,720,Very poor app b/c highly slow to open the app,1,2024-08-12,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9998080134391785}",NEGATIVE,0.9998080134391785,negative,negative,-1
721,721,Ok,5,2024-08-12,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9997851252555847}",POSITIVE,0.9997851252555847,positive,positive,1
722,722,best,1,2024-08-12,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9997941851615906}",POSITIVE,0.9997941851615906,positive,positive,1
723,723,Best app,5,2024-08-11,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.999686598777771}",POSITIVE,0.999686598777771,positive,positive,1
724,724,Wedi Tekle .,5,2024-08-11,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.8421270847320557}",NEGATIVE,0.8421270847320557,neutral,neutral,-1
725,725,Bad app📱👎👎👎,1,2024-08-11,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9997676014900208}",NEGATIVE,0.9997676014900208,negative,negative,-1
726,726,Dura nan fayyadaman ture amma garuu naaf hojjechaa hin jiru maaf?,5,2024-08-11,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9956488013267517}",NEGATIVE,0.9956488013267517,neutral,neutral,-1
727,727,Nice appp,5,2024-08-11,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9997910857200623}",POSITIVE,0.9997910857200623,positive,positive,1
728,728,ሰላም አቢሲኒያዎች የሞባይል ባንኪንጋችሁ ተጠቃሚ ነኝ አገልግሎቱን ስላስጀመራችሁለን እናመሰግናለን። ነገር ግን አለፎ አልፎ የነበረው የማስፈንጠሪያው በአግባቡ አለመስራት አልፎ አልፎ ወደመስራት ተቀይሯል ድሮ እንደነበራችሁ እናውቃለን ዘንድሮም ብትኖሩልን እንመርጣለን *ከዘመን አንጉደል*,3,2024-08-10,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.952187716960907}",NEGATIVE,0.952187716960907,neutral,neutral,-1
729,729,Gooood app my dear,5,2024-08-10,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9005938172340393}",NEGATIVE,0.9005938172340393,positive,neutral,-1
730,730,Harun tamam galanaa,3,2024-08-09,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9410594701766968}",NEGATIVE,0.9410594701766968,neutral,neutral,-1
731,731,"A total disaster of an app. Always offline, never works, it's embarassing. I've lost hope and taken my business to a competitor",1,2024-08-08,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9998038411140442}",NEGATIVE,0.9998038411140442,negative,neutral,-1
732,732,Gamebela,1,2024-08-08,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.8994184732437134}",POSITIVE,0.8994184732437134,neutral,neutral,1
733,733,so poor app to use can't start up when open the app,1,2024-08-08,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9997444748878479}",NEGATIVE,0.9997444748878479,negative,negative,-1
734,734,"This app takes too long time to be opened. And even it is not working simply as other banks application. Why this app does not give a digital invoice. Even, I am not able to find where the screeshot is kept after transaction. So, please the developer should fix all these.",1,2024-08-07,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9987001419067383}",NEGATIVE,0.9987001419067383,positive,negative,-1
735,735,Good job,5,2024-08-07,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.999835729598999}",POSITIVE,0.999835729598999,positive,positive,1
736,736,"Worst app ever, not user friendly, even doesn't serve basic functionality correctly, takes to much time to login and navigate through the app, we expected more from this bank",1,2024-08-07,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9998094439506531}",NEGATIVE,0.9998094439506531,negative,negative,-1
737,737,good,3,2024-08-07,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998161196708679}",POSITIVE,0.9998161196708679,positive,positive,1
738,738,Good,5,2024-08-07,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998161196708679}",POSITIVE,0.9998161196708679,positive,positive,1
739,739,Bad app .,1,2024-08-06,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9997915625572205}",NEGATIVE,0.9997915625572205,negative,negative,-1
740,740,"I mean how could a big financial company like this, be this much irresponsible to release this app? You should be ashamed!",1,2024-08-06,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9994394183158875}",NEGATIVE,0.9994394183158875,negative,negative,-1
741,741,Review,5,2024-08-06,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9946893453598022}",POSITIVE,0.9946893453598022,neutral,neutral,1
742,742,Goood,4,2024-08-06,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9943867921829224}",NEGATIVE,0.9943867921829224,neutral,neutral,-1
743,743,Ok,5,2024-08-06,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9997851252555847}",POSITIVE,0.9997851252555847,positive,positive,1
744,744,👎👎👎👎👎👎👎👎👎,1,2024-08-06,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.6970565915107727}",NEGATIVE,0.6970565915107727,neutral,neutral,-1
745,745,Is it necessary to switch off developer options every time to use mobile banking?🤔🤔😡😡😡,1,2024-08-04,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.99793541431427}",NEGATIVE,0.99793541431427,neutral,neutral,-1
746,746,The previous version is better it doesn't work,1,2024-08-04,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9997755885124207}",NEGATIVE,0.9997755885124207,positive,positive,-1
747,747,"I don't know what is wrong with BOA as a bank in general. It's been going backwards since last year or so. The app is a disaster to use in every possible way. Not stable to log in and very slow to perform transactions, couldn't take a screenshot (or can't even find the pictures even using its save screenshot option). Most of the time, it fails to perform transactions and so on. Simply, it's the worst!",1,2024-08-03,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9998201727867126}",NEGATIVE,0.9998201727867126,negative,negative,-1
748,748,ok,5,2024-08-03,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9997851252555847}",POSITIVE,0.9997851252555847,positive,positive,1
749,749,Nice,5,2024-08-03,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998552799224854}",POSITIVE,0.9998552799224854,positive,positive,1
750,750,"Take some note from CBE mobile banking app, it's the best banking app currently take some note and improve ur app . Sometimes u have to learn from the bests 🙌",1,2024-08-03,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9958856701850891}",POSITIVE,0.9958856701850891,positive,positive,1
751,751,Great,5,2024-08-03,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998630285263062}",POSITIVE,0.9998630285263062,positive,positive,1
752,752,It's a useless app,1,2024-08-02,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9998058676719666}",NEGATIVE,0.9998058676719666,negative,negative,-1
753,753,"It's not working as it was , so much need to improve, it was the best but not anymore",2,2024-08-01,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9968530535697937}",NEGATIVE,0.9968530535697937,positive,positive,-1
754,754,Poor network,1,2024-08-01,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9997891783714294}",NEGATIVE,0.9997891783714294,negative,negative,-1
755,755,Not yet completely working this App. i don't know when is it will be working properly! Its Sad!!!,1,2024-07-31,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9993754029273987}",NEGATIVE,0.9993754029273987,negative,negative,-1
756,756,The app does not open sometimes it says coonection issue which i dont have and after it opens it has bugs while using its not smooth to work with please improve it,1,2024-07-31,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9953023195266724}",NEGATIVE,0.9953023195266724,positive,negative,-1
757,757,"It's not working totally, what a useless app is it,",1,2024-07-31,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9998171925544739}",NEGATIVE,0.9998171925544739,negative,negative,-1
758,758,"This app has become the most troubling every day. It doesn't work. I love the bank, and I hate the app",1,2024-07-31,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9989368319511414}",NEGATIVE,0.9989368319511414,negative,positive,-1
